Age,Income,Transaction_amount,Is_high_risk,Number_of_accounts,Suspicion_score
46,27502.446330146835,197.03653176721238,0,1,41.38306832519635
63,59471.69440300907,284.55344811320236,0,2,627.3137193422463
70,86807.63261218564,343.0572672094049,0,1,210.74533270661675
23,51630.032466010256,65.04716930081344,0,2,-142.6389982724036
52,24368.48541230631,333.44992017781175,0,1,-13.74163123014219
77,52544.79334206277,343.6425129493079,1,2,30.625633507486157
58,49954.81095224241,432.63421979872203,0,1,279.09346424160793
54,48693.367349564156,422.21233023730537,1,4,12.535362388368355
41,64181.14849965699,311.11721602895364,0,2,121.6312154409603
46,70674.12179503587,451.46369065803583,0,2,319.40504676322934
66,60253.78617801624,503.56783190387563,0,3,278.5935344887806
63,48004.128729933975,302.795145524446,0,3,203.75900954395664
70,66885.18176554445,341.8187078467749,0,1,253.15233812457984
48,27592.55538178639,123.27026468894238,0,2,63.41211773093612
52,39259.158188990084,154.9026737558912,0,1,-166.7418273796968
77,40930.58332097405,216.1803685990481,1,4,144.1115593529239
50,49535.74028102098,255.63816954829466,0,3,298.38525437992854
69,57601.01993730257,190.38769752619316,0,1,166.85381190534358
78,46989.305774940745,296.4004588022758,0,1,261.9163320562092
38,36409.46308246588,258.62908323253816,0,3,61.32522858628852
49,64622.754270441954,407.0895231339615,0,2,438.8216768298658
40,46468.149166929594,252.52263545162918,0,1,-333.07501161524465
50,51531.9338130655,71.32820517845056,1,3,248.484790728647
20,58266.016182138614,312.57511725354203,0,2,487.5656135138871
35,50583.1641188442,298.5801975588661,0,4,520.5640512018675
42,50649.07542116435,213.79501185955064,0,3,156.31241817978872
59,65457.10130653744,309.4999883497037,0,1,-43.37542968053157
48,52270.54211855565,192.47354117736649,0,4,487.0830068235198
71,62941.954786857335,332.98399536233427,0,2,218.80927574883597
75,58170.01166477585,563.2924436929852,0,2,210.87535984487408
20,80253.31316280374,119.43945270932338,0,3,73.87964342099369
57,56141.20126803695,248.37579129908397,0,3,-32.85751450566917
63,59569.59905226159,232.3494878550864,0,3,335.1467806749027
41,66524.85070994552,256.6740116512456,0,2,362.6913935367477
67,50954.26639925255,401.9924579596974,0,4,272.4165789543591
49,40432.20354905839,354.28265593190247,0,2,33.48351637253842
64,42887.816283148146,384.87665026064235,1,1,1.2635325705305718
39,43032.39611746268,303.0495504753598,1,2,-70.07998376151727
40,35745.03547704923,167.79006800551423,1,1,66.16004253905525
19,54767.07753802826,188.53146387400204,0,4,17.216588513663964
44,40557.25177926374,374.6259707466592,0,3,-143.2848384250157
59,52922.79231802771,317.0831898413297,0,3,347.822906090798
19,47619.88334434046,426.02074060788385,1,2,-25.970931547524145
43,49375.677600612275,329.3262103246797,0,3,408.46851251983935
34,58340.84971743284,181.69850066678748,1,4,333.6658915242371
57,41871.51313417178,247.8098185816845,1,3,277.3922456501918
50,59583.3656890516,356.481414968293,0,2,557.8766820869507
26,73509.61799958428,371.03324962386256,0,4,16.962034148649877
60,55146.63624427638,385.5108632154688,0,1,383.5987580198588
71,38268.56472091297,195.1475886794807,1,2,136.52337370548807
65,40774.72982990305,179.8969833923075,0,1,673.753189324945
56,46276.056488223265,281.0197480252579,1,4,164.49520155113044
46,41076.64554395651,444.0073516533455,0,2,88.0923590281239
59,35132.29535584925,230.6131679191982,0,2,248.4330624750716
72,52316.10915442538,345.4971890600973,1,4,217.40023077313253
43,46682.04002411302,345.5061138938965,0,3,56.22209897764185
52,52845.81325337087,376.0772749670613,0,2,19.243997216280377
67,67795.81118322932,466.444025394821,0,2,543.8769225834214
42,46454.70749113461,456.1906424766106,0,1,-34.16384715006805
41,32218.699929795333,240.5394166160495,0,3,213.1088535972956
30,44016.61261619673,90.2104558691326,0,1,368.29109874452575
77,61556.37825674964,232.14706646352573,1,1,457.2264602483785
75,60151.55406075432,307.56722940472355,1,3,140.72935062569303
24,57779.59471420351,263.83547223143427,0,3,180.70577652639793
74,40629.39915256845,496.7898942928135,0,4,140.89908753154373
53,61278.53927049048,301.8780304316449,0,3,-74.25887094902953
62,64653.48617055599,365.3711880256194,0,2,343.3475677476969
37,39568.67555165036,321.72143096473434,1,3,229.0102233267359
18,49376.44853686213,265.3366816509178,0,4,503.4035813591919
25,80306.02945523168,107.51883220373335,0,4,96.7229226705521
63,38901.885853049185,292.13823614585147,0,4,414.75690704422266
33,24423.69996134413,625.4647293154127,0,3,423.24070291107046
31,70743.56651697197,175.55416001621663,0,3,248.45688639714308
29,67049.0715755684,118.51269556257756,0,1,-228.22290145933925
68,43145.49014633863,493.638930256891,0,1,93.1413418295083
40,48305.1232719787,374.20829698693353,0,2,561.2053011034741
32,31625.974247165715,318.74198805234363,0,1,214.5373015979477
45,51334.284089145534,436.26738623670576,0,2,354.97524797633884
51,67488.705730571,216.84980570439035,0,4,228.82907570458735
19,41860.92737362583,289.3405239085348,0,1,127.96732516547945
49,63156.52968179439,395.5154116900823,0,3,-127.60431320730427
40,56955.85786085648,511.03543678203954,0,1,383.9631028109783
39,58667.253363217096,183.14556853433916,0,2,421.5853045243434
68,42735.362291204474,428.0734458560395,0,1,-1.8943879253247644
42,44680.637255997586,338.1839060840984,1,4,207.40864081874355
75,22298.413482928976,316.3061067429416,1,3,123.47918216929398
79,41499.95881234841,299.2270777745262,0,2,266.95328419940665
78,67452.28187046888,161.53533793053967,1,3,152.18538123217274
39,36060.017088465895,396.3088998213032,0,3,378.01910879566265
75,38295.47519214643,221.77309796736722,0,2,183.03312340592734
75,59602.84735560686,192.0309297497653,0,3,-291.4758234307493
39,56041.5243798964,388.5458958900338,0,3,319.4816933873248
66,60347.94874694451,378.91340251466784,0,1,417.8574352635127
69,32551.69189864394,307.90000836110625,0,3,-54.51894741958924
59,88460.8692395052,407.9543620811641,0,3,379.46256168204167
23,31763.699387491244,442.5936581479115,0,3,553.7786985406157
32,52313.709706011025,430.822407782554,0,3,250.1229352259252
71,47620.167561971204,247.17210265980202,1,2,448.2833182558205
60,32200.37723952429,401.4104931279712,0,4,106.11080974454165
77,44446.858657801255,321.16409775086487,0,1,177.41726939925775
54,50349.61401328805,472.59077703523747,0,3,187.03404814483076
50,40250.40182204795,287.6271663732827,0,3,111.83943501191287
25,64058.35432302274,264.352836263167,0,2,195.00758325574694
70,47575.613818062935,238.62031231571234,0,4,-117.12309731716635
77,29880.8799347257,318.92878942355554,0,3,105.47861193514767
61,28608.117009960544,346.6725467592104,0,2,429.44477978119914
61,59092.476359171844,348.5962282927271,0,1,20.306564177249754
22,27698.438259494957,334.9172540311857,0,1,-64.33805237255362
56,54746.39109573625,367.1037012679806,0,3,238.44562659722155
21,56669.82778500439,277.7458164085602,0,3,243.35086588231368
23,35069.669541139745,212.74846844081287,0,4,256.907129737158
62,63361.071256623356,204.0172003086352,0,4,214.37614790718243
49,24233.095643575518,397.50510953034683,1,3,212.58953513185244
69,54446.88400997838,347.032231052829,1,2,173.42003639943982
47,49387.130996059874,114.41622290496761,1,4,-24.94334677737632
64,48215.0303640366,409.67534267999406,0,3,203.11922133394242
52,32331.550355291412,488.04351464026547,0,4,348.3868514631022
72,35944.66993400111,228.40831492414674,0,3,277.7410966308837
57,74282.03037530897,333.6160046276041,0,1,-106.92276417447911
69,68227.3251330763,252.65419063676404,0,3,292.10514199164555
33,61131.268827856984,362.83069254711666,0,1,39.99170173899182
30,64097.72155294532,183.39911109247748,1,4,544.9681552594147
67,62690.20317006903,292.85543429012193,0,3,299.91990635482625
77,45149.65681570687,398.13141279987815,1,4,429.3692469375229
59,50714.05327721527,423.57117392988397,0,1,208.0188528303909
47,27912.374329384867,342.64958189196886,0,3,156.87870706847116
36,48654.56559788711,266.0954696790261,0,4,513.0876616943262
34,67751.2137430878,140.73989156563914,0,1,404.1312959677428
73,40089.39127614297,224.24502887607184,0,4,216.1750158894027
36,65347.118070308396,253.07265952452195,0,2,186.0682168655894
45,51373.78608040645,230.2266216698386,0,1,-155.66471077837724
75,29219.422014954016,305.9552968313615,0,1,213.94788068787219
72,33390.207299805326,265.8112263828715,1,1,158.14074337395488
43,63789.54304561632,317.2121372335443,1,3,380.09150923104227
54,58287.861278875775,420.2627301047664,1,3,440.16576387518546
43,51526.46109481438,259.35377787706386,0,3,455.57251898678453
70,45889.52278628082,161.71330227457753,0,2,245.34895797890024
79,53158.51966442878,229.8292401875125,0,2,-9.972129678032246
40,63204.443738798735,358.3588469973272,0,1,-207.6179380062964
26,72137.79920730928,367.7943784952673,0,2,86.11506419278697
29,72855.26299160907,340.60851970162344,0,4,536.4690778543941
70,55579.39851137747,430.0737305888016,0,1,578.8644639415232
18,47421.02464453219,281.36369301230144,0,1,135.39826823645944
75,52193.720117282835,505.2166148009324,0,4,-47.28274914181134
75,57831.8053588262,381.8187136105907,0,1,84.16276707814347
18,57771.00415767637,47.65125297921227,0,2,417.8682981528482
64,69619.79955710158,480.0658629963566,0,3,149.04355070841748
51,81736.33582874983,223.30133898642782,0,4,393.6275950896453
49,46921.180555788706,196.58988105430694,0,2,217.21300947661516
79,82338.27363236694,352.37711098328936,0,4,431.9149101704736
71,67583.5887013759,126.18195276634563,0,4,601.3875724687939
65,48487.65514722188,230.45307686783866,0,1,297.97691308809533
42,72478.4725829762,455.70985406242073,0,1,279.9111858997804
57,75284.72452128747,355.62175789975026,0,2,641.8063379943337
62,43095.5683370923,381.22397809392197,0,4,284.22395480858904
70,75983.22878728472,234.3089399502526,1,1,106.80785210327454
18,66126.24231553945,146.1630001031897,0,1,344.361842595295
33,85528.38691968788,370.68174293137344,0,4,387.6160565591072
78,43639.421270007515,393.02561562419504,0,2,135.00093564831457
56,44698.59884396006,388.499338608111,0,2,94.72992105547655
22,19600.0680538499,320.90692301178655,0,4,101.63893094589685
39,58567.90880851943,203.2931756527929,0,2,101.08726368196682
46,55628.768834280774,543.776958805973,0,1,172.4832698065805
72,41555.094926965,347.97874429841755,0,4,39.34874383539946
20,48772.23902767913,282.6113358410832,0,1,263.03654927142975
29,30331.68484737327,283.05507625166325,0,3,231.2091401116767
43,67976.67429247529,314.95974780735537,1,3,346.48967881158
33,42654.50788207535,406.9608262157981,0,2,183.5312304983997
68,96410.73523431427,318.96281233054526,1,3,299.18510049667066
54,47365.980489334506,385.8513153447497,0,1,481.7182520438471
39,38605.717384275355,315.1397687893207,1,3,232.20658901504333
74,43815.303218977075,288.76461085296194,1,1,459.2604367343457
46,28820.58535183623,364.1250393328389,0,2,-35.229521996306374
31,57234.07836054413,360.3286033673796,0,2,338.336583898102
45,43701.50450331317,283.0365880904845,0,1,28.76606048367165
22,66968.79185596606,225.07930422857407,0,3,125.21512847612266
64,45878.787572383735,334.17289147404347,0,2,112.79369630666153
66,70766.6316752847,307.83486689625937,0,4,167.39695631943962
47,61361.83623975561,244.51282872292427,0,2,123.2540240554335
63,50428.95165077516,215.75995174632033,0,3,445.8889164542953
79,73703.48881026232,341.0475843894456,1,4,310.5939706829972
69,64284.40191555814,355.00950570276945,0,3,289.08083224331506
22,94193.19239994838,263.99678853451394,0,1,183.35407094305822
29,43858.17132532693,242.00629640870744,0,4,373.3048330351464
33,51149.24158187691,216.97448109628095,1,3,305.00718692116584
43,73530.63516516394,338.2254939144919,0,4,209.0980908518294
43,26846.932822473314,219.60229263592635,0,3,-161.2026836167894
65,69754.15344848843,524.113456902073,0,4,325.1789442675583
38,56589.54136522206,258.9718564029003,0,3,334.2121728778258
56,36676.83866829128,57.47857221273992,0,1,-56.66803310681274
53,29554.405121733176,296.9828333370865,1,4,149.72816983734253
50,39912.65790304574,292.6966520181197,0,4,306.52708130009466
79,15727.706415116423,411.1718567524189,0,4,-151.61301291887878
47,42656.908344627445,328.8126236727704,1,4,108.424642374554
54,59338.345000138725,216.61648165601977,0,1,275.7201264911597
40,42855.49038546758,271.3608126503223,0,4,423.8507498062894
75,70824.69052150712,332.7419771650988,1,2,712.0795412137577
27,74899.21404087932,83.52857496895894,0,1,609.8822392520726
71,69134.66723938662,433.86217343904514,0,2,280.40944828587965
22,53459.613653965476,216.88301141953352,0,4,121.76215215349384
53,15129.81091270296,441.70438209476174,0,3,339.0545135890593
51,39444.53761951091,339.2465141126589,0,2,74.09514190555626
69,47869.422098384195,362.95941363939744,0,4,69.61572857157785
48,36591.985257427834,414.94234360012723,0,2,123.62499440184831
27,47907.417867701435,357.3132052692498,1,4,165.41149622690648
75,74151.01203040069,367.2886216317451,0,4,357.557010837151
36,25313.35205727023,283.55835595386185,1,4,78.50221528305443
75,77175.3808417854,337.21686814720954,1,3,315.0968599578547
49,63270.89632631206,241.2502185028257,0,2,539.6575047839708
18,54023.25212416543,265.6588900412033,0,1,219.04053606726072
73,39295.75166388854,496.4695047968909,0,1,491.5869114318217
22,36890.74481762862,219.18064149495783,0,1,396.1108739979428
62,25606.734281168905,315.43171266362805,1,1,291.1646871688272
21,75751.48220471581,311.34690367154764,0,4,201.8070967888823
33,73064.17340111062,268.9245528219201,0,2,451.1223975542341
41,28905.730571250766,351.4400936570438,0,2,112.96048678059114
33,41710.58007640698,358.9722092741383,0,3,198.91645007483558
72,56497.17153847863,207.4180816852421,0,2,269.77588607860025
19,45507.36292741688,310.13567115465514,0,2,190.95479849160293
66,21219.878644522734,191.76326612276432,0,2,-12.437459780785474
45,40133.40859166467,378.8548618317301,0,3,-107.2674796300715
49,79265.51447030029,317.6487310362625,0,1,442.1224881093226
44,41150.32114378334,308.2329886717087,0,2,297.1923665160097
37,47547.98994946689,365.9031348872403,0,3,-132.43590511161057
41,32822.33863946929,272.4489709531599,1,3,53.532104466883226
29,58816.44477925622,391.40219592182046,0,4,282.5861950053714
67,51727.27698536876,205.15551272438643,0,3,292.48457595528976
52,38869.70387664532,441.18765188945275,0,1,-121.8325588511824
77,30430.169062888624,244.90888174451464,0,2,137.5034929917444
50,71068.15061016314,130.38209323044123,1,3,373.10542959416324
50,25916.848900383797,267.1465091537268,0,1,68.24598833628423
78,57557.23543384332,255.8031802745791,0,3,271.86071858202325
68,17691.811329326403,266.39260138499634,0,3,44.51250638825705
60,60608.17524518574,323.16480154839826,0,3,415.3721009851157
54,64554.48330890091,409.78423608882724,0,3,90.23024745343031
29,66421.75567459871,280.82940861028635,0,3,12.510804391350064
20,47581.87297145198,230.8382430181099,0,1,184.03294305702508
18,73760.05408345544,187.34531877162027,0,2,-50.45055441362621
50,84616.87542494101,253.18172086909556,0,2,-156.47031467576647
57,45175.65295931055,111.21751607496472,1,2,418.2201171369203
27,43234.92454805109,227.4866906483639,0,2,-17.62637815122517
60,52237.65890517404,424.40538958621863,0,1,-59.81445974779257
61,42834.79781158689,217.6640795421577,0,4,35.08424818746792
46,40641.94705984819,362.8715860800305,1,4,66.2409264455404
30,41948.92189637736,177.35179101915102,0,1,133.210730661961
29,75736.34012009368,477.10958993105544,1,1,70.48629249609951
48,61578.22992553148,483.76067330647095,0,3,351.1697556329411
63,42785.80809112863,359.10215565598764,0,3,330.7286579793991
19,13173.12461416571,499.12526016435214,0,3,-98.73951487834043
78,26833.032595902987,335.5792974927662,0,2,33.60467035140506
68,57551.43623902817,376.8517114149556,0,3,128.1765956118347
67,18176.66087916774,426.19338767315344,0,4,135.97118825238246
52,54394.90291177934,317.9718453098449,0,2,427.12369375127946
40,34016.544127024616,144.76225384149387,0,3,390.5719966387203
34,51377.0866187101,378.8963355234398,0,2,710.4172840229215
43,50957.84452001214,252.81404055665362,0,4,-236.67769273514602
25,51808.84900836066,260.247017904454,0,3,24.783255176840953
46,44083.672293822194,329.789491647869,0,4,573.948129967428
43,43590.715615884015,356.62808797173705,0,4,-147.2958235264252
27,39188.14371595342,315.0134634006218,0,4,558.1306466061103
43,57258.38475862835,363.57295361573085,1,3,290.34431950747876
79,62077.89012171423,229.31428659398034,0,1,243.91376350733537
51,31715.412161958106,295.72962052767167,0,3,-82.9558108472107
68,49225.57291561596,384.90854504508707,0,4,136.7093563348813
58,52948.73110231607,477.2791176436716,1,3,613.1006459109806
24,52756.56701934563,512.6435588973209,0,4,237.24086288017799
21,52501.544293947765,343.29766827277314,0,1,110.43304977313187
75,43969.47784482164,384.00098267456076,1,2,307.4828932329466
70,54185.456381938086,498.1579164815191,0,1,179.74318435149664
67,59270.4306647543,232.91639632665056,0,1,270.86273092346187
62,52115.54983733846,362.96998527125834,0,2,40.579831769818526
28,57589.09754800586,376.8342949486146,0,3,217.43109486925215
46,64855.3011655626,444.7861436076745,0,2,115.97396360374896
73,22235.89463157098,186.2858619463778,1,3,-187.6929526811558
53,64151.95762798051,206.0594216199483,0,3,325.3014148674929
42,55136.41647831912,302.13822111047057,1,4,13.732086756574205
38,33325.6200839191,337.7727662321636,0,4,157.48033077023416
78,62037.06323479533,412.28639537338074,0,2,420.5164151725109
74,44025.18640964058,351.7543775812271,0,1,-116.33688073068214
53,46070.503455221704,284.85867698897164,0,2,311.563693999261
27,42384.80326301507,341.64614447561405,0,3,138.97152957985904
54,54535.98266357337,330.10444762744515,0,4,38.77772990447849
26,38219.7028623192,474.50164299877883,0,2,598.47422780173
41,63522.119449216785,316.5658943568532,0,2,228.58956918315187
52,47917.06119207993,261.6916586447436,0,4,98.38471033328601
66,44536.96274768094,344.960903007183,0,4,57.52743132279983
52,61293.135164209554,319.8485319338532,0,4,420.8036172091437
65,45206.64856521379,142.9006644325328,0,3,62.29211828099855
53,64222.65238043452,298.4347938377831,0,4,399.5924038528525
35,64693.89426261299,289.9261754593995,1,1,247.88443984653378
66,29977.942426715344,245.61281342206837,0,2,377.7547790824072
56,66638.90303334386,403.5583287622972,0,4,55.12574944634062
49,28069.460427471717,221.4320403388004,0,4,-12.330522930377413
41,67573.70790323766,345.56186195245385,0,3,193.502539195707
40,80425.35788345359,285.2143000156269,0,3,229.75884626351467
79,63122.51657403697,310.76950056467825,1,2,186.41057746513965
49,17645.290329504904,341.1786291045867,1,1,685.696524654772
54,65953.48579079028,169.24256161089988,0,2,631.4806286130521
29,83691.93448904017,319.16608917347827,0,4,349.1114928596368
66,45454.52538502956,528.8947489713207,0,1,287.1929404772827
72,49479.45019955165,144.32366541212758,0,1,126.10483092439988
30,32172.69917110352,294.2392036284495,0,1,-56.19578799857416
40,54681.19128229504,412.323932482382,0,1,174.18032770177783
42,69037.65773814694,330.1619247953597,0,2,395.3150582482406
52,60466.05692224181,368.7966952116033,0,3,498.9371356792458
58,97129.50465931698,62.4333988907384,0,3,479.6440333122489
47,50495.40564448696,359.824937462995,1,4,-44.98155359556887
34,25539.899488771036,223.83117937664014,0,3,95.61738128446345
66,52564.56457352329,330.9877284583147,0,3,-75.54561098032045
79,13753.223521812652,297.0565269090509,0,3,370.98081121507414
37,42003.441127032296,527.8333029161633,1,3,164.31333358561437
65,74365.73087900318,354.66953237658754,1,4,294.7763918694585
42,54877.00472947657,288.7376170737214,0,2,304.63782476732564
39,52691.25219246903,149.03072407464455,0,1,733.5135607547822
30,77311.70565073035,312.1146901849897,0,3,319.4898682778649
76,45941.00162504945,382.32288783468226,0,2,152.46008447231677
36,68927.30619401163,291.9448108180777,0,3,-1.1593307708969576
66,51939.60462749511,249.4343640062559,0,3,500.5505353562369
53,55700.711951885394,242.74133361536815,0,1,159.34826440589256
29,31740.427162054806,353.5141435455321,0,1,490.26076166420273
78,42769.29807757675,375.9387939309157,0,1,404.25509813798976
58,29037.226507341897,436.1210115321119,1,3,119.09533364620066
36,48571.323826619824,200.5000106789642,0,3,-81.26258745004478
29,55856.035158744,352.5977558417617,0,3,281.4856693423855
26,33349.42842362822,287.8296045582133,0,1,32.50111154875741
24,80737.68384027235,290.77657953667193,0,4,288.422194125473
45,54171.59028637941,340.1825854034002,0,2,422.1713604839664
31,50866.93378377829,340.76562536249475,0,4,-104.90599302116067
48,61544.86627018438,352.87681057915734,1,3,321.30018241192727
69,37566.07878701117,194.252880780419,0,3,326.4766838292116
36,52452.1621875118,225.01885928335412,0,4,379.02832265457164
75,39247.00669463613,448.5868275517684,1,3,-39.355738093035484
64,73380.19865133474,277.942753251916,0,2,328.4219665826538
33,34120.40975904378,330.60143980178964,0,3,422.008279879605
70,50947.4818896076,405.46663120431856,0,2,281.0883865796622
22,54939.73677727664,346.3443072360819,0,4,211.37506305645414
52,55922.386166115524,354.65226309720396,0,4,465.2325867566402
29,41281.472403757514,389.4577679243757,0,3,62.644959512186574
42,36567.35896782353,88.33362391029999,0,2,-153.998501313977
69,41498.072404308514,251.00498448394652,0,3,147.97708027082538
76,57924.881513154236,346.86057964995916,0,1,317.54485933210407
38,47842.313436320546,438.76443070576573,0,1,407.3484222305044
53,61943.13212678782,306.6095559655773,0,1,320.6477346837198
70,57155.0557909261,215.52835382439045,1,1,393.02716070926283
40,15846.30952850588,218.1913950389498,0,3,342.5740445816987
33,53712.46695255816,388.3861203453074,0,1,138.38814468002494
74,83756.82151724405,278.2226417608113,1,2,265.7480468290513
56,69879.03576557497,299.2799954209663,0,4,517.1196297032217
62,56330.19741060453,361.5030193772319,0,4,-3.2207080872052245
70,34109.11804295084,9.847631730642092,0,1,215.0295715634249
59,57163.30574188469,500.0367511508082,0,1,80.98852081544595
75,61096.24909817388,226.89261649489384,0,1,424.93408049203106
56,46193.79978758624,324.19363694735716,0,3,201.21986715488026
31,54751.130882066565,129.53029865037288,0,4,213.97407870479518
48,72644.9368759406,257.74588895949626,0,1,576.8404401271681
75,37140.88370387411,424.4688046365097,1,2,1.5200919816699354
22,34125.5059256131,108.38328203341212,0,1,182.253234698288
52,60390.48988991319,412.6200087189141,1,4,246.01775443215362
40,56863.13954297121,272.63039037676157,0,1,307.4715813322248
46,65432.57443119217,348.7164440220192,1,4,671.6029506023756
60,58546.90717855655,365.75244134851107,0,1,92.62075650692773
28,41483.6740523871,344.1421499490925,0,2,-52.097979371125575
35,56482.88977198107,213.50493483691736,0,1,32.45078789125262
64,32868.101850557396,263.5450853464976,0,2,115.52709579158078
29,46245.21932400509,153.84438227491844,0,2,190.7210436161674
26,57541.98846449606,349.179633158808,1,1,262.9076994021894
27,44592.286749141655,470.2055154015926,1,2,596.7373152735292
75,87020.78273344741,117.55591133235376,0,3,590.7649655310986
61,21617.236267644996,223.83540938619643,0,1,386.2073112873017
34,41787.64464501784,281.82247241170666,0,1,674.6452638546748
78,35933.30249195134,317.3341423713554,0,2,338.4197105535645
55,39494.7678881307,387.91763014344264,0,2,409.45231549313365
24,40355.02664778682,284.78000196423335,0,1,330.1421578707502
63,30103.689697115104,268.404127355435,1,3,325.22885488853103
30,61290.53222858941,410.31307060697407,0,2,312.4916763544445
57,41793.570539193475,366.19955670633055,0,2,110.8356877659559
59,52453.60003382982,353.89779757010984,0,4,-19.05866974290231
26,43477.61357134632,311.25157115881143,0,3,171.94959046615114
67,39636.79381570686,398.3152210919859,0,3,312.25984967502495
44,75084.18854130275,234.36906087697335,0,1,248.05766336510086
75,63843.98273314112,220.7305717813922,1,3,46.69388382057028
19,21976.99400067283,374.6100986869324,0,1,108.23838787336327
22,20387.938274961696,137.49640307530916,0,4,100.92495514082671
46,65639.1325345473,309.2179509636487,1,3,259.72913177170346
54,42202.19912676869,268.3441647737488,0,2,279.42188451624406
55,25263.76499098666,159.4245269347044,0,4,297.7215900575042
36,65686.02698810512,206.87324202837357,0,1,112.0490879841371
25,52536.860751486354,289.1023907704651,0,4,420.20819818252204
65,53773.56627248479,403.3963256499023,0,1,434.2143890436223
62,62143.08908008861,234.70420087421888,0,4,301.81698485730817
18,30350.342625764097,421.33813999049937,0,1,295.7845536411918
39,25527.48767923753,306.31792275565164,0,3,358.53305612643
69,73714.31442354803,431.0384702169971,1,2,71.00354595290153
34,28442.498588865612,239.55083912199515,0,1,351.78634808628993
24,31666.43304386654,295.11904118946313,0,4,24.83259568708874
42,34663.46930681351,336.8483603336996,0,1,24.47144732132125
62,81199.18885535783,282.04895372584883,0,1,289.8611066462528
21,57400.74950617284,395.3024147145236,0,1,-214.4762846511358
53,64481.119616530705,79.2436274709734,1,4,292.0106636253108
23,52942.51318368093,542.240553878994,1,2,456.4652711464218
77,40971.691831981494,385.7774606995162,0,3,-128.66363955528868
48,59469.36924890252,282.64681709649835,0,2,435.0052851167451
36,26650.76043804795,244.76783264226555,0,1,-1.9792195651685347
78,33570.74821855257,213.35793885514454,0,4,219.84964642117976
61,60994.62768892222,364.56154741697367,0,2,117.73050871844941
71,29641.1715375983,399.4981668792354,1,1,303.8158565889293
56,47163.7779625719,283.74738718701,0,3,407.6918058765975
44,47847.314834668825,410.6990412978503,0,3,346.1666066756222
27,42070.06994994257,209.27399532388776,0,3,184.2713095335339
43,20733.222877267144,191.6189150013164,1,1,55.45726993598092
36,40566.06663216961,481.3341205245549,0,4,205.4051394425721
56,37625.47434601272,359.11086135385426,1,2,342.35632781933924
79,52421.59794931548,439.6848201813328,0,3,366.864957751348
20,51657.35808049203,214.6060291612307,0,1,294.9406355123316
62,55669.42189905311,207.647460823127,0,1,-64.41191843098997
30,39860.205905384035,264.1390680542458,0,2,171.52982692911064
67,57841.669256988374,217.59411584609882,0,3,90.75695725915631
45,26659.899008394754,370.5365210228451,0,1,283.3592541002396
79,22671.429010214688,224.88739430735546,0,2,-15.162753224554422
75,14966.409137500581,182.83301419327097,0,4,228.6268713111732
37,42510.54140642004,314.2015412255232,0,4,150.00368477248645
45,38700.52663492164,171.00138241747865,0,4,-191.31804514155712
25,61839.734177819,120.05360685246106,0,3,401.8766862184836
78,40270.06119426695,313.3257233861278,0,2,176.81525035435516
58,54100.645219164006,125.07799569897898,0,2,445.90454916136423
56,62199.448648746155,377.5279396295423,0,1,-110.91012447508089
18,39705.213865263264,160.46662737472042,0,1,97.15282828449938
20,54470.78315160763,75.93262135802524,0,1,133.25394424704484
30,65028.91323432792,270.6203349859206,0,2,281.1611182149102
45,31427.55837791649,314.45945032964846,0,1,-110.73639904260205
79,50372.785073669664,349.14750636819406,0,2,314.4678921389145
74,39769.48425201028,317.20156990158534,0,2,563.5916067503857
77,32382.651762602924,194.06873788822577,0,4,269.0796466071348
66,26953.223892646565,371.3061180926604,0,1,169.6115399592616
42,32140.27141731949,396.0138506479746,0,4,-81.60955350563825
73,50900.43508628019,179.42378715444613,0,3,44.89402617659999
50,25837.3331665738,281.8993861340386,0,3,148.69562478199688
55,41739.094638670445,272.55599728909806,0,3,84.77849483768486
70,62197.91610279346,322.0381582788034,0,2,431.85093328766425
23,56735.164451284036,279.5076208225891,0,2,318.16173117855453
75,42042.38565592765,293.21222279270233,0,2,721.8817111205196
61,75345.35620038086,364.1815530241691,1,1,80.93718041832037
62,78395.54620867492,188.61469003988668,0,4,272.2754836996851
49,50391.836473095886,373.7373135260824,0,2,-68.54107020805824
62,12971.856261735375,414.1132731531251,0,4,-287.13311507928165
78,63296.722955243895,463.41349934888683,0,4,407.478991736007
64,15590.354899496218,85.66326758626408,0,4,229.07011315109008
38,72142.19166080099,281.7098342884782,0,1,61.53727982129183
33,66253.77351113448,103.48994256464107,0,1,221.46246519741777
71,76613.1875620703,56.493631022717636,0,3,113.02221844130345
38,53903.9833755159,314.40930476074783,1,3,150.40740625845137
28,44579.21349227243,260.0848207149638,0,4,141.10998650278646
77,43248.48299464664,329.98509517707464,0,3,20.1824400261452
54,41806.09743453654,348.61276900873156,0,4,65.14348980595489
53,64716.02980512054,424.78959581079204,0,1,94.22393040246948
52,60684.07234258817,305.392042530578,0,1,296.48311828890024
36,51803.384501513196,592.3355617319088,0,1,-332.0037100207456
37,39167.28038109542,330.6409854985213,1,2,165.87280701508243
74,89438.18946950408,484.24790445672113,0,4,99.76479407714564
35,63685.619209443044,66.71621994757518,0,1,-16.26767683141253
64,26034.321203398868,434.9739529550625,1,4,110.43536288555899
58,42256.1597609431,281.92395102044395,0,3,189.836772629299
66,63976.64146113058,105.16527405727285,1,3,205.58743798664977
31,38006.91618150974,342.05451092281197,0,1,-42.59281850434019
